gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LATS2	1445.994479	-1.20344472	0.081864927	-14.70037007	6.41E-49	2.78E-47
PRKG2	158.9112208	-2.638948111	0.179602925	-14.6932357	7.12E-49	3.08E-47
KIAA1324L	1171.069741	-2.094181223	0.142552309	-14.69061597	7.40E-49	3.19E-47
RECK	602.004678	-1.570778268	0.106958411	-14.68587894	7.94E-49	3.41E-47
METTL7A	4417.189182	-1.888851008	0.12865674	-14.68132185	8.49E-49	3.64E-47
MPIG6B	25.4910113	-2.198814512	0.149934659	-14.66515163	1.08E-48	4.62E-47
ITPRIP	1972.584964	-1.662133762	0.11343006	-14.65337996	1.28E-48	5.49E-47
ABI3BP	1938.735321	-2.488273897	0.169972944	-14.63923516	1.58E-48	6.72E-47
RNF144B	1979.932138	-1.689304295	0.115493099	-14.62688517	1.89E-48	7.99E-47
IQSEC3	135.6389346	-2.601957626	0.1778977	-14.62614541	1.91E-48	8.07E-47
LGALSL	1207.791233	-1.833298332	0.125386149	-14.62121894	2.06E-48	8.67E-47
AMOTL1	2344.356113	-1.756986239	0.120393398	-14.59370917	3.08E-48	1.29E-46
MGAT3	713.5532686	-3.017077138	0.207011499	-14.57444223	4.08E-48	1.70E-46
MFNG	920.2073742	-1.538912302	0.105605754	-14.57223909	4.22E-48	1.75E-46
SEPTIN4	495.011645	-1.522823606	0.104533719	-14.56777417	4.50E-48	1.87E-46
GIMAP7	759.4609377	-1.817728821	0.124853533	-14.55888976	5.13E-48	2.12E-46
C1orf162	1182.403816	-1.819448427	0.125071064	-14.54731709	6.07E-48	2.51E-46
ABCG2	295.3500184	-2.043482463	0.140531878	-14.54105991	6.66E-48	2.74E-46
GRIK4	48.65610688	-2.502223422	0.172423019	-14.51211929	1.02E-47	4.16E-46
AL445423.1	6.574560514	-2.387178642	0.16451783	-14.51015156	1.04E-47	4.27E-46
LINC01996	27.16082873	-4.440641462	0.306241717	-14.50044592	1.20E-47	4.90E-46
CHRM1	36.2499903	-4.430490802	0.305559387	-14.49960626	1.22E-47	4.95E-46
CD36	2184.74686	-2.905282738	0.200438781	-14.49461389	1.31E-47	5.32E-46
SYNC	133.5555214	-1.829654807	0.126323634	-14.48386779	1.53E-47	6.20E-46
AP000438.1	4.204493218	-2.999236584	0.207146538	-14.4788159	1.65E-47	6.67E-46
OR7E47P	172.0030376	-2.159185512	0.149192972	-14.47243451	1.81E-47	7.30E-46
SLC19A3	294.5115107	-2.903250753	0.200717642	-14.46435266	2.04E-47	8.18E-46
LINC00163	8.908907375	-3.418916526	0.236791567	-14.4385063	2.96E-47	1.18E-45
KLF9	3184.770394	-1.676033638	0.116103198	-14.43572326	3.08E-47	1.23E-45
MAP3K3	1954.884717	-1.040709768	0.072137142	-14.42682283	3.51E-47	1.40E-45
PTPN5	23.15782536	-3.415287383	0.236822276	-14.42130971	3.80E-47	1.51E-45
PKNOX2	235.774823	-2.435914879	0.169004959	-14.41327454	4.27E-47	1.69E-45
AGRP	38.79354749	-2.969349302	0.206086416	-14.40827281	4.59E-47	1.81E-45
OLR1	2407.849296	-2.543748058	0.176647796	-14.4001121	5.17E-47	2.03E-45
C5AR1	1568.827329	-1.967658949	0.136657124	-14.39850984	5.29E-47	2.08E-45
LINC01352	11.38901856	-2.314788389	0.160887555	-14.38761621	6.19E-47	2.43E-45
APOLD1	1283.886198	-2.004681597	0.139700447	-14.34985812	1.07E-46	4.16E-45
AC068870.2	57.21073856	-1.325289059	0.092384555	-14.34535303	1.14E-46	4.43E-45
TBX2	1487.202258	-1.908472588	0.1330437	-14.34470466	1.15E-46	4.47E-45
ESAM	2745.644758	-1.946957365	0.135747818	-14.34245794	1.19E-46	4.61E-45
AC025048.1	1.758613687	-2.650044075	0.185070217	-14.3191277	1.66E-46	6.41E-45
MSRB3	1394.458458	-1.856639995	0.12966477	-14.31876983	1.67E-46	6.44E-45
SIDT2	3049.650057	-1.096045255	0.076643257	-14.30060914	2.17E-46	8.32E-45
LINC02016	20.33620438	-4.960221771	0.346899137	-14.29874348	2.23E-46	8.53E-45
MASP1	192.4742042	-2.705905876	0.189383605	-14.28796264	2.60E-46	9.94E-45
AC009806.1	5.328106429	-2.34687952	0.16427187	-14.28655748	2.65E-46	1.01E-44
OSCAR	746.8370572	-2.228382519	0.15613935	-14.27175482	3.28E-46	1.25E-44
ARAP3	1039.748494	-1.356336125	0.09503667	-14.27171355	3.28E-46	1.25E-44
AC019193.2	5.417484487	-2.325887321	0.163163183	-14.25497641	4.17E-46	1.58E-44
AC087521.1	23.33633437	-2.682394781	0.188192072	-14.25349515	4.26E-46	1.61E-44
TGM1	152.2414698	-2.433666442	0.170994133	-14.23245582	5.76E-46	2.16E-44
ENG	8184.190988	-1.617990949	0.113702282	-14.23006578	5.96E-46	2.23E-44
PRAM1	348.4947546	-2.154005648	0.151474742	-14.22022984	6.86E-46	2.57E-44
ABHD6	417.7186945	-1.275072492	0.089740434	-14.20845026	8.12E-46	3.02E-44
ANKS1A	2902.770472	-1.079554951	0.076023691	-14.2002439	9.13E-46	3.39E-44
C1orf198	5972.149165	-1.226119725	0.086384421	-14.19375992	1.00E-45	3.71E-44
LINC01506	6.741586512	-2.483378433	0.174969174	-14.19323401	1.01E-45	3.73E-44
CFP	221.693069	-2.089530163	0.147237128	-14.19159825	1.03E-45	3.82E-44
AL390755.1	11.06990556	-2.915269425	0.205674063	-14.17422004	1.32E-45	4.86E-44
RAPGEF4	310.8193009	-1.82450181	0.128901727	-14.15420764	1.76E-45	6.42E-44
ARL13B	640.6109414	-1.078985662	0.07624356	-14.15182689	1.82E-45	6.62E-44
AC084030.1	2.495632381	-4.604323599	0.325377269	-14.15072299	1.85E-45	6.72E-44
AC095050.1	4.7594715	-4.626958939	0.327180603	-14.14191093	2.10E-45	7.60E-44
LINC01936	186.4455139	-2.435942984	0.172278338	-14.13957788	2.17E-45	7.84E-44
CXCR2	122.4521481	-2.602263353	0.184132311	-14.13257311	2.39E-45	8.65E-44
HSPB2	39.83255407	-1.856119235	0.131415812	-14.12401755	2.70E-45	9.76E-44
CD300C	212.7041816	-2.097762144	0.148718729	-14.10556802	3.51E-45	1.26E-43
C20orf194	1202.483561	-1.255801392	0.089051335	-14.10199408	3.69E-45	1.33E-43
MSR1	4104.56685	-2.305405502	0.163564376	-14.09478987	4.09E-45	1.47E-43
CASS4	470.9337097	-1.907373879	0.135327084	-14.09454653	4.10E-45	1.47E-43
AC006273.1	10.90295561	-2.59673837	0.184904828	-14.04364828	8.43E-45	2.97E-43
ODF3L1	35.42234977	-2.363011478	0.168456789	-14.02740427	1.06E-44	3.72E-43
GLDN	423.0406884	-2.524197588	0.179961577	-14.02631401	1.08E-44	3.78E-43
LRRC2	68.07684445	-2.448612331	0.174709266	-14.01535468	1.26E-44	4.39E-43
FAM124B	96.61287801	-1.851120984	0.13210563	-14.01243065	1.31E-44	4.57E-43
SLC14A1	156.3417503	-2.852598223	0.203608897	-14.01018454	1.35E-44	4.70E-43
VEGFD	469.6891248	-3.575441024	0.255210168	-14.00979066	1.36E-44	4.73E-43
Z99129.4	370.1615724	-1.509872237	0.107904842	-13.99262723	1.73E-44	5.98E-43
SIGLEC11	66.9878351	-2.438104587	0.174264305	-13.99084332	1.77E-44	6.13E-43
CORO2B	197.2799988	-2.189138029	0.15658432	-13.98056989	2.05E-44	7.06E-43
AC104984.1	3.528736335	-4.201658776	0.300692218	-13.97328737	2.27E-44	7.80E-43
CNRIP1	399.2322395	-1.488987765	0.106568135	-13.97216682	2.31E-44	7.92E-43
ABCA8	692.7477963	-2.827228524	0.20240763	-13.9679938	2.44E-44	8.39E-43
GCOM1	28.88737157	-2.66466402	0.190922681	-13.95677042	2.86E-44	9.80E-43
SULT1C4	142.5039428	-2.294169567	0.164434879	-13.95184267	3.07E-44	1.05E-42
CD83	1547.320241	-1.708161518	0.122463194	-13.94836654	3.22E-44	1.10E-42
HLA-E	47425.94249	-1.350931079	0.096920652	-13.93852659	3.69E-44	1.26E-42
RNF122	530.5493641	-1.352208961	0.097100999	-13.92579862	4.42E-44	1.49E-42
MYL9	8935.456446	-1.718824234	0.123487808	-13.91897917	4.86E-44	1.64E-42
SSTR4	1.205021903	-4.044186299	0.290706947	-13.91155712	5.39E-44	1.82E-42
SYNPO2L	28.78965886	-2.662452424	0.191496231	-13.90341943	6.04E-44	2.02E-42
DLC1	5129.396225	-2.250318594	0.161871165	-13.90191136	6.17E-44	2.07E-42
ZNF106	3737.368823	-1.277461196	0.091911224	-13.89885957	6.44E-44	2.15E-42
SH3GL3	41.9220937	-4.230329303	0.304377919	-13.89827919	6.49E-44	2.17E-42
GFOD1	514.5368344	-1.782694615	0.128429364	-13.88073999	8.29E-44	2.76E-42
FPR2	254.3417953	-2.963094341	0.213560077	-13.87475781	9.01E-44	3.00E-42
AC008763.3	2.709674843	-4.126028797	0.297390366	-13.87411723	9.09E-44	3.02E-42
PTPN1	4666.088298	-1.027728236	0.074109012	-13.86779036	9.93E-44	3.29E-42
AC128709.3	5.106935213	-4.365747933	0.315000071	-13.85951413	1.11E-43	3.69E-42
LINC01197	35.0260525	-2.04003641	0.147219913	-13.85706848	1.15E-43	3.81E-42
CTIF	1490.228785	-1.219655782	0.088113043	-13.84194364	1.42E-43	4.69E-42
LGI4	110.1662546	-1.669641232	0.120656769	-13.83794089	1.50E-43	4.95E-42
ACP5	6550.832396	-1.823294836	0.131846423	-13.82892913	1.71E-43	5.59E-42
ZNF366	118.1730551	-1.960506479	0.142069011	-13.79967711	2.56E-43	8.31E-42
AC027288.3	114.227992	-3.179709473	0.230527239	-13.79320501	2.80E-43	9.08E-42
ALKAL2	70.91722817	-2.999768682	0.217538682	-13.78958747	2.94E-43	9.53E-42
CTNNAL1	1984.854249	-1.397622631	0.1013738	-13.78682299	3.06E-43	9.88E-42
MVB12B	1369.046331	-1.530161233	0.111033276	-13.78110492	3.31E-43	1.07E-41
ACE	2254.320127	-1.737852155	0.126229656	-13.76738404	4.00E-43	1.29E-41
SLIT3	2101.538637	-2.425840778	0.176482942	-13.74546885	5.42E-43	1.73E-41
GATA2	742.8842747	-1.871824201	0.136395176	-13.72353669	7.34E-43	2.33E-41
DPYSL2	8683.959664	-1.567637082	0.114239071	-13.72242504	7.45E-43	2.36E-41
ACTN2	54.65100005	-2.790967416	0.203439012	-13.71893912	7.82E-43	2.48E-41
DAPK2	1211.360021	-1.938026614	0.14127639	-13.71797946	7.92E-43	2.51E-41
S100A3	115.5174945	-2.383427941	0.173762353	-13.71659567	8.08E-43	2.55E-41
FRMD4A	664.3811918	-1.315876309	0.09596603	-13.7118969	8.62E-43	2.72E-41
ADGRL2	2299.746282	-1.905246455	0.139026544	-13.70419204	9.58E-43	3.01E-41
RNU5B-4P	2.380949394	-2.155750171	0.157396381	-13.69631342	1.07E-42	3.35E-41
ADRB1	314.3692203	-3.146986477	0.229901555	-13.68840885	1.19E-42	3.72E-41
P2RY1	368.237631	-1.749894737	0.127868003	-13.68516516	1.25E-42	3.88E-41
AC104984.4	6.445083787	-4.068080357	0.297519671	-13.67331558	1.47E-42	4.54E-41
GDF10	277.7168556	-3.184976473	0.233079021	-13.66479256	1.65E-42	5.11E-41
ADGRE1	169.9537296	-2.714011788	0.198680999	-13.66014768	1.76E-42	5.43E-41
PTCRA	31.68043051	-2.438511513	0.178579074	-13.65507986	1.88E-42	5.81E-41
VSIG4	3390.504661	-2.389256296	0.175275836	-13.63140723	2.61E-42	7.99E-41
EEF1A1P6	787.5885062	-1.96157817	0.144210852	-13.60215371	3.89E-42	1.19E-40
KLF4	2233.896268	-2.27819661	0.167746103	-13.58121929	5.18E-42	1.57E-40
PI16	109.0175367	-3.58194703	0.263767928	-13.57991875	5.27E-42	1.60E-40
A2M	64724.1431	-1.877233575	0.138309724	-13.57267965	5.82E-42	1.76E-40
S1PR4	346.7653757	-1.796184019	0.132409162	-13.56540588	6.42E-42	1.94E-40
GRIA1	181.946477	-3.708967232	0.273522145	-13.56002538	6.91E-42	2.08E-40
GPX3	13573.81148	-2.264142605	0.167008796	-13.55702612	7.20E-42	2.17E-40
ADAMTSL3	440.0476141	-2.305051678	0.170077012	-13.55298783	7.61E-42	2.29E-40
AC104211.2	3.802395651	-2.895211228	0.213701277	-13.54793601	8.15E-42	2.45E-40
LINC00551	23.67873729	-3.073280312	0.226903033	-13.54446553	8.54E-42	2.56E-40
TMEM47	1123.513162	-1.741571603	0.128679705	-13.53415913	9.83E-42	2.94E-40
DES	922.4867576	-3.045805712	0.225075075	-13.53239895	1.01E-41	3.01E-40
NHSL1	1412.663131	-1.74387471	0.128946176	-13.52405139	1.13E-41	3.36E-40
SH2D4B	16.38276105	-2.236600173	0.165440625	-13.51905051	1.21E-41	3.59E-40
DOCK4	1680.366217	-1.537789799	0.113756452	-13.51826448	1.22E-41	3.63E-40
PLAC9P1	1.904516351	-2.78546534	0.206080978	-13.51636314	1.25E-41	3.72E-40
SHANK3	1294.877528	-1.437376269	0.10636994	-13.5129931	1.31E-41	3.88E-40
MTMR10	1228.918266	-1.123902441	0.083202764	-13.50799398	1.40E-41	4.15E-40
DACH1	267.0263184	-2.471421708	0.182962703	-13.50778969	1.41E-41	4.16E-40
LINC01447	4.132302168	-3.002267918	0.222313388	-13.5046654	1.47E-41	4.34E-40
LIN7A	307.138853	-2.504496643	0.185499067	-13.50139754	1.53E-41	4.52E-40
LINC00702	83.10444108	-2.251898711	0.166825868	-13.49849843	1.60E-41	4.70E-40
RASGEF1B	1203.377158	-1.464463549	0.108672114	-13.47598289	2.17E-41	6.36E-40
PRKCH	1825.485676	-1.062836617	0.078916834	-13.46780607	2.42E-41	7.08E-40
WASF3	533.89749	-1.932964734	0.143550971	-13.46535464	2.50E-41	7.31E-40
AC011511.5	127.1671066	-2.616715966	0.194330041	-13.46531883	2.50E-41	7.31E-40
FO681492.1	61.59674726	-2.873582265	0.213498368	-13.45950458	2.71E-41	7.90E-40
HSPB8	1625.789411	-1.987981142	0.147737821	-13.45614234	2.83E-41	8.25E-40
GAS6	5798.028232	-1.745489401	0.129854437	-13.44189264	3.44E-41	9.98E-40
MARCO	4706.343418	-3.02813666	0.225387065	-13.43527262	3.76E-41	1.09E-39
RASL12	684.0801135	-1.600899453	0.119206119	-13.42967509	4.05E-41	1.17E-39
PDE2A	356.1200819	-1.785721003	0.132977366	-13.42875898	4.10E-41	1.19E-39
ST6GALNAC5	475.5596593	-2.220701045	0.16557898	-13.41173285	5.16E-41	1.49E-39
SLC44A2	10078.79901	-1.004392761	0.074919261	-13.40633564	5.55E-41	1.60E-39
DOK2	973.0101185	-1.882260725	0.1406915	-13.37863851	8.06E-41	2.30E-39
PCDH17	1199.88426	-1.700147207	0.127123169	-13.37401529	8.58E-41	2.45E-39
EML1	703.9677205	-1.698139712	0.126984577	-13.37280287	8.72E-41	2.48E-39
ACADL	287.6770134	-3.139631163	0.234816672	-13.37056325	8.99E-41	2.56E-39
DIXDC1	864.9599558	-1.262676912	0.094441795	-13.36989529	9.07E-41	2.58E-39
PCYOX1	6714.753492	-1.126387029	0.084280832	-13.36468811	9.72E-41	2.76E-39
VAMP2	3000.623068	-1.157269956	0.086617047	-13.36076434	1.03E-40	2.91E-39
MAFF	1761.529591	-1.532158742	0.114723553	-13.3552239	1.10E-40	3.13E-39
MAMDC2	747.1315892	-2.686858919	0.201807722	-13.31395497	1.92E-40	5.39E-39
SRGAP2C	288.8664676	-1.138066464	0.085486723	-13.31278614	1.95E-40	5.47E-39
AHNAK	39861.16393	-1.916831215	0.144135275	-13.2988348	2.35E-40	6.58E-39
ITGA8	1062.063852	-2.095204557	0.157771618	-13.27998396	3.02E-40	8.40E-39
ANGPT1	758.850973	-2.269813955	0.17097282	-13.27587601	3.20E-40	8.85E-39
IGSF10	530.184089	-2.81810626	0.21270776	-13.24872329	4.59E-40	1.26E-38
OR6K3	1.811463499	-4.404701783	0.332958451	-13.22898329	5.97E-40	1.63E-38
SELE	229.6521665	-2.941596873	0.22252897	-13.21893894	6.82E-40	1.86E-38
TBX2-AS1	63.04701761	-2.034854559	0.153962563	-13.21655417	7.04E-40	1.92E-38
TBX4	614.1504077	-2.187028278	0.165598418	-13.20681863	8.01E-40	2.17E-38
ZNF423	210.1297624	-1.812071879	0.137242899	-13.20339263	8.39E-40	2.27E-38
GADD45B	3555.257653	-1.775651061	0.13456989	-13.19501009	9.37E-40	2.53E-38
ALOX5	3011.208056	-1.842137674	0.139616424	-13.19427627	9.47E-40	2.55E-38
GPR4	380.0084353	-1.595426259	0.120949369	-13.19086057	9.90E-40	2.67E-38
SYT15	45.1028424	-2.520010394	0.191210649	-13.17923667	1.16E-39	3.10E-38
PPP1R14A	457.5302796	-1.944899678	0.147575744	-13.17899289	1.16E-39	3.11E-38
CAB39L	676.7212718	-1.394152482	0.105867121	-13.16889012	1.33E-39	3.55E-38
DENND2A	516.7727676	-1.763396096	0.134092187	-13.15062518	1.69E-39	4.49E-38
CPED1	668.6517704	-1.977855319	0.150424693	-13.14847503	1.74E-39	4.61E-38
IQCN	435.373787	-2.439304275	0.185554386	-13.14603406	1.79E-39	4.76E-38
OLFML1	541.6678308	-1.642293147	0.124926991	-13.14602344	1.79E-39	4.76E-38
ADAMTS7P3	112.7804395	-3.523453048	0.268030537	-13.14571499	1.80E-39	4.77E-38
JUND	7211.629512	-1.461130416	0.111165095	-13.14378779	1.85E-39	4.89E-38
ST6GALNAC3	172.6049412	-1.959335895	0.149187754	-13.13335609	2.12E-39	5.58E-38
TNXB	1813.25847	-2.70039083	0.205620734	-13.13287227	2.13E-39	5.62E-38
CCN5	670.895367	-2.184518134	0.1664958	-13.12055998	2.51E-39	6.58E-38
ZFYVE9	1072.322531	-1.308465175	0.099795385	-13.11147985	2.83E-39	7.39E-38
CFD	1584.545264	-2.350274533	0.179438957	-13.09790568	3.38E-39	8.80E-38
AC011899.3	12.36517465	-2.157226385	0.164705246	-13.0974965	3.40E-39	8.84E-38
LRRN3	172.5593491	-2.733853586	0.208763813	-13.09543807	3.50E-39	9.08E-38
AC027601.3	9.185872252	-1.910319336	0.145878039	-13.09531814	3.50E-39	9.08E-38
EMP1	8137.459174	-1.792043399	0.136887104	-13.09139679	3.69E-39	9.56E-38
GPM6B	556.5048894	-1.962529051	0.149925773	-13.09000457	3.76E-39	9.73E-38
TMCO2	1.553312546	-2.704376393	0.206724934	-13.08200392	4.17E-39	1.08E-37
CELA2B	9.646428106	-2.163955417	0.16552596	-13.07320864	4.68E-39	1.21E-37
PLA2G4F	1064.150959	-2.718654108	0.208235066	-13.05569789	5.90E-39	1.52E-37
CFL2	1558.393449	-1.41107883	0.108104369	-13.05293062	6.11E-39	1.57E-37
AC022509.2	25.39924522	-2.111298336	0.161768279	-13.05137418	6.24E-39	1.60E-37
PCDHGB7	206.5178556	-1.770419942	0.135751583	-13.04161542	7.09E-39	1.82E-37
LGI3	646.2691874	-4.266046263	0.327238696	-13.03649697	7.59E-39	1.94E-37
DCC	105.4643494	-2.617303593	0.200803676	-13.03414181	7.82E-39	2.00E-37
SMAD7	1526.357596	-1.1176058	0.08581786	-13.02299782	9.05E-39	2.31E-37
ICAM2	622.5836692	-1.42264355	0.109304812	-13.01537896	1.00E-38	2.55E-37
MMRN1	601.5900346	-2.34908107	0.180548097	-13.01083259	1.06E-38	2.70E-37
CCL23	77.113713	-2.520914703	0.193948127	-12.99788115	1.26E-38	3.19E-37
COL6A6	602.4322162	-2.811873037	0.216378561	-12.99515547	1.30E-38	3.30E-37
MED4-AS1	9.375470072	-2.231332222	0.171787797	-12.98888668	1.41E-38	3.58E-37
AC004947.1	19.71391572	-3.022363988	0.232830141	-12.98098252	1.57E-38	3.95E-37
CCDC141	135.9204704	-2.988363947	0.230248676	-12.97885401	1.61E-38	4.05E-37
C10orf25	118.2077209	-1.241980312	0.095721632	-12.97491785	1.70E-38	4.26E-37
PLSCR4	1282.477667	-1.42891255	0.110203634	-12.96611095	1.90E-38	4.77E-37
ZBTB4	5510.573445	-1.026110582	0.07914809	-12.96443894	1.95E-38	4.87E-37
KLF10	3837.232764	-1.14363101	0.088246994	-12.95943297	2.08E-38	5.19E-37
SIRPD	7.019717689	-2.169957502	0.167615103	-12.94607385	2.47E-38	6.16E-37
ARHGAP24	799.9431157	-1.376920824	0.106384612	-12.94285705	2.58E-38	6.42E-37
GIMAP4	1695.666174	-1.486690448	0.115055014	-12.92156156	3.40E-38	8.40E-37
PRDM11	525.6405731	-1.190591507	0.09222273	-12.90995727	3.96E-38	9.75E-37
AL096711.2	29.49909324	-2.517350238	0.195020558	-12.90812758	4.05E-38	9.98E-37
CXCR1	71.49431529	-2.88102028	0.223228119	-12.90617104	4.15E-38	1.02E-36
PTPRD-AS1	19.23751082	-2.276683256	0.176480676	-12.90046769	4.47E-38	1.10E-36
C1QTNF2	81.33990637	-1.874527798	0.145348343	-12.89679512	4.69E-38	1.15E-36
GPBAR1	60.27223312	-1.873545207	0.145475495	-12.87876838	5.93E-38	1.45E-36
MMP19	1133.875254	-2.021015607	0.156952708	-12.8765896	6.10E-38	1.49E-36
PDZD2	1654.53966	-2.228712716	0.173146076	-12.87186383	6.48E-38	1.58E-36
LMOD1	1011.378995	-1.832898832	0.142400932	-12.87139633	6.52E-38	1.59E-36
NCAPGP2	6.042257728	-4.153212062	0.323125567	-12.85324495	8.25E-38	2.00E-36
LINC01290	14.21229244	-2.165917702	0.168545587	-12.85063429	8.53E-38	2.07E-36
HACD4	1128.940059	-1.439381033	0.112039949	-12.84703397	8.94E-38	2.16E-36
AC010976.2	18.68403867	-2.999396727	0.233565792	-12.84176379	9.57E-38	2.31E-36
GAB1	1319.101342	-1.336389924	0.104100805	-12.83746008	1.01E-37	2.44E-36
RFX2	807.640744	-1.639721922	0.127828095	-12.827555	1.15E-37	2.77E-36
LINC01624	5.82677855	-2.314148399	0.180432054	-12.82559473	1.18E-37	2.84E-36
NCF2	2463.081398	-1.687666768	0.131658778	-12.8184903	1.29E-37	3.10E-36
IL7R	3519.680165	-2.039882352	0.159298925	-12.80537425	1.53E-37	3.67E-36
SYNE3	564.2238983	-1.711858139	0.133699061	-12.80381573	1.56E-37	3.74E-36
RIPOR1	2888.617183	-1.270787336	0.099375147	-12.78777817	1.92E-37	4.58E-36
ITLN2	241.0883907	-4.63975107	0.363009643	-12.78134385	2.08E-37	4.97E-36
CNTN6	154.8568756	-3.436046349	0.269141124	-12.76670876	2.52E-37	5.98E-36
EGR2	841.1853814	-1.874338196	0.146852385	-12.76341679	2.62E-37	6.23E-36
Z69733.1	11.70177084	-1.763435137	0.138225884	-12.75763324	2.83E-37	6.70E-36
TMEM273	644.5013084	-1.578247188	0.123833645	-12.74489812	3.33E-37	7.87E-36
MYH10	5980.487223	-1.510993241	0.118600285	-12.74021598	3.53E-37	8.34E-36
ARHGEF6	1398.062341	-1.428730836	0.112154784	-12.73892017	3.59E-37	8.47E-36
AC096921.2	64.78241217	-1.752193313	0.137634898	-12.73073429	3.99E-37	9.40E-36
SFTPC	168378.9016	-4.729170687	0.371589215	-12.72687823	4.19E-37	9.85E-36
MYH2	13.84098264	-3.156653491	0.248631881	-12.69609305	6.22E-37	1.45E-35
HSPB6	504.5413181	-2.474254491	0.194895648	-12.69527828	6.28E-37	1.46E-35
ZBTB47	712.0856096	-1.09397065	0.086200242	-12.69103926	6.63E-37	1.54E-35
ZBED2	301.8720073	-2.363368538	0.186334592	-12.68346642	7.30E-37	1.70E-35
PRICKLE2	814.221018	-1.422805445	0.112270872	-12.67297049	8.35E-37	1.94E-35
REM1	68.90619953	-1.652021323	0.130569707	-12.6524089	1.08E-36	2.50E-35
IL6	635.5743451	-2.859103655	0.225987968	-12.6515747	1.10E-36	2.53E-35
KCNA5	42.26399553	-2.27982026	0.180497303	-12.6307719	1.43E-36	3.28E-35
CASQ2	70.68396936	-2.740617187	0.217235094	-12.61590442	1.73E-36	3.95E-35
TBX5-AS1	313.3019574	-1.794874428	0.142305657	-12.6128115	1.79E-36	4.10E-35
VEPH1	1071.39467	-2.641177608	0.209456901	-12.6096471	1.87E-36	4.27E-35
RFLNB	963.5950971	-1.363813313	0.108284641	-12.59470694	2.26E-36	5.13E-35
LIMCH1	8572.109166	-1.61340258	0.128174234	-12.58757339	2.47E-36	5.60E-35
FAM167B	229.7760512	-1.443756843	0.114749613	-12.58180142	2.66E-36	6.01E-35
LINC02154	59.01885516	-3.474144482	0.276371434	-12.57056285	3.07E-36	6.90E-35
PDLIM1	7370.610993	-1.076875888	0.085786439	-12.55298507	3.83E-36	8.57E-35
HTR3C	19.36997901	-4.559489098	0.363355107	-12.54830059	4.06E-36	9.06E-35
EXOC3L1	266.0944078	-1.275599389	0.10166234	-12.54741319	4.11E-36	9.15E-35
MDGA1	364.0733903	-1.883732962	0.150160154	-12.54482575	4.24E-36	9.44E-35
JAML	1439.578122	-1.778158495	0.141790846	-12.54071435	4.47E-36	9.93E-35
SLC12A4	2533.898488	-1.03262311	0.082364679	-12.5372079	4.67E-36	1.04E-34
SORBS1	1370.155888	-1.582150755	0.126328829	-12.52406725	5.51E-36	1.22E-34
TRAPPC3L	5.391286967	-2.074201641	0.165642201	-12.52218114	5.65E-36	1.25E-34
EPB41L2	2412.791589	-1.409947405	0.112606029	-12.52106495	5.73E-36	1.27E-34
GJA5	1513.701002	-1.69901309	0.135699263	-12.52042974	5.77E-36	1.28E-34
LINC00891	14.61471861	-2.453456226	0.196074266	-12.51289255	6.35E-36	1.40E-34
ANO2	49.61647342	-2.102399204	0.168059623	-12.50984124	6.60E-36	1.46E-34
PHACTR2	2166.813289	-1.455134443	0.116326614	-12.50904153	6.66E-36	1.47E-34
PDK4	3275.785636	-2.389826071	0.191214704	-12.49812917	7.64E-36	1.68E-34
NTN4	2997.718603	-1.655929281	0.132919471	-12.45813925	1.26E-35	2.75E-34
FIBIN	531.9306619	-2.136099021	0.17159923	-12.44818532	1.43E-35	3.11E-34
LILRA5	237.3552397	-2.0422165	0.164203691	-12.43709254	1.64E-35	3.56E-34
TNS2	4228.627392	-1.41967693	0.114155818	-12.43630811	1.66E-35	3.60E-34
GP9	5.02657289	-3.137735126	0.252556155	-12.42391076	1.94E-35	4.19E-34
MBNL1-AS1	183.5704163	-1.831629319	0.147477324	-12.41973522	2.04E-35	4.41E-34
PIP5K1B	556.4543029	-2.234090633	0.179952153	-12.41491474	2.17E-35	4.67E-34
ADH1B	4041.027589	-3.265171913	0.263069373	-12.41182841	2.25E-35	4.85E-34
GALNT18	1554.676024	-1.430083724	0.115256027	-12.40788668	2.37E-35	5.08E-34
FGFR4	1005.254217	-2.464052408	0.198873072	-12.39007563	2.96E-35	6.32E-34
SLC1A1	1257.870892	-2.195352163	0.177268294	-12.38434753	3.18E-35	6.77E-34
DEPP1	6791.167263	-1.813921658	0.146491286	-12.38245434	3.25E-35	6.93E-34
AC104938.1	8.507295759	-1.530404457	0.123628195	-12.37908927	3.39E-35	7.22E-34
FRY	1782.527397	-1.50368697	0.121505594	-12.37545465	3.55E-35	7.55E-34
ALOX5AP	2524.666797	-1.950429359	0.157710664	-12.36713682	3.94E-35	8.35E-34
LRRC36	293.1380438	-2.920815098	0.236374033	-12.35675115	4.48E-35	9.49E-34
HAS1	77.20002681	-3.370961372	0.272832302	-12.35543352	4.55E-35	9.63E-34
FFAR4	182.4362072	-2.386448817	0.193229893	-12.35030865	4.85E-35	1.02E-33
MRAS	1117.689987	-1.133201941	0.091821241	-12.34139208	5.42E-35	1.14E-33
OTC	8.22999648	-3.665113708	0.296998935	-12.34049445	5.48E-35	1.15E-33
